Na,Mg,Al,S,K,Ti,V,Cr,Mn,Fe,Co,Cu,Zn,Sr,Cd,Sn,Ba,Hg,Pb,name
2050.09471,1294.88559,60.31175,505.85888,17929.12203,3.82956,1.0,1.0,69.98026,6534.21297,10.0,40.27778,644.97897,1.40944,1.0,2.07918,3.90612,10.46816,12.26756,APP.17_7
2099.81693,1207.05226,70.31175,361.52554,17891.56647,197.79236,1.0,1.0,83.4247,6266.71297,8.16667,47.66667,611.42342,1.76945,1.0,4.27647,7.10946,6.85705,13.09943,APP.17_8
2030.26137,1108.05226,48.08953,436.30332,18309.89981,3.82956,1.0,1.0,72.09137,6130.15741,5.66667,29.11111,599.53453,1.61722,1.10889,1.4042,3.51779,19.47607,7.46127,APP.17_9
3174.56825,1133.21892,124.19047,563.14208,27009.15563,47.66667,1.0,2.81111,966.51838,13264.33557,39.87504,456.04444,1654.37978,1.76945,2.16,5.79112,2.58261,5.90322,92.16523,APP.18_0
3052.01269,1115.9967,125.74603,444.58653,23861.65563,53.88889,1.0,1.0,904.2406,12376.83557,36.09727,422.37778,1590.82422,2.14389,1.10889,1.08,3.73575,5.40212,86.66523,APP.18_1
2918.73492,930.16337,102.19047,400.64208,24379.26674,37.33333,1.0,1.0,914.35171,11951.44668,37.98615,402.87778,1456.04644,1.99167,2.16,1.68667,2.73575,5.61993,79.10967,APP.18_2
2738.17936,860.66337,104.74603,405.80875,21230.82229,70.38889,1.0,1.0,864.46282,11426.55779,35.09727,401.82222,1453.93533,1.79,1.43556,4.1289,1.79131,4.40322,79.55412,APP.18_3
2626.79047,885.77448,105.30158,423.97542,21401.26674,62.0,1.0,1.0,825.35171,11032.72446,31.09727,366.1,1408.82422,2.06778,2.16,3.18445,1.0,2.23104,81.22078,APP.18_4
2592.6238,919.21892,112.5238,449.58653,21198.98896,88.72222,1.0,1.0,817.18504,10565.44668,32.65282,384.48889,1354.102,1.395,2.16,2.10445,1.79131,2.50662,71.38745,APP.18_5
2671.23492,937.44114,109.30158,490.97542,22054.54451,109.22222,1.0,1.0,888.68504,10066.78001,32.54171,388.48889,1364.71311,2.29611,1.65334,2.26667,1.0,5.51323,79.60967,APP.18_6
2495.6238,812.94114,93.74603,369.80875,19326.87785,93.05556,1.0,1.0,738.62949,9258.61335,29.09727,334.65556,1197.99089,1.26333,1.76223,2.16,1.79131,6.45767,73.44301,APP.18_7
2520.34603,677.71892,99.85714,284.58653,17590.9334,62.33333,1.0,1.0,689.7406,8728.33557,29.20838,331.98889,1175.93533,1.74889,1.43556,1.24001,1.0,3.95767,73.55412,APP.18_8
2378.51269,679.77448,104.63492,364.64208,16288.04451,43.61111,1.0,1.0,676.12949,8376.83557,25.09727,328.54444,1077.602,2.49778,1.54445,1.60667,1.0,3.3933,68.49856,APP.18_9
2446.40522,975.33333,60.66441,436.424,19754.28059,5.0,1.0,1.0,1171.06639,5669.74819,36.2831,170.61001,1521.55556,1.40944,4.25022,1.75277,1.64723,38.20131,11.15621,APP.19_0
2346.07189,908.94444,44.66441,330.47956,16240.05836,51.88889,1.0,1.0,1031.6775,4757.13707,29.94976,127.72112,1350.16667,1.37444,1.65004,1.37638,2.16502,24.6716,10.60065,APP.19_1
